Year,Zone,Sub Region,District,Division 1 - Boys,Division 1 - Girls,Division 1 - Total,Division 2 - Boys,Division 2 - Girls,Division 2 - Total,Division 3 - Boys,Division 3 - Girls,Division 3 - Total,Division 4 - Boys,Division 4 - Girls,Division 4 - Total,Division U - Boys,Division U - Girls,Division U - Total,Division X - Boys,Division X - Girls,Division X - Total,Registered - Boys,Registered - Girls,Registered - Total,Sat - Boys,Sat - Girls,Sat - Total,Passed - Boys,Passed - Girls,Passed - Total,Pass Rate - Boys,Pass Rate - Girls,Pass Rate - Total,Pass Division 1_2_3 Boys,Pass Division 1_2_3 Girls,Pass Division 1_2_3 Total,Pass Rate Division 1_2_3 Boys,Pass Rate Division 1_2_3 Girls,Pass Rate Division 1_2_3 Total,Pass Rate Division 1 Boys,Pass Rate Division 1 Girls,Pass Rate Division 1 Total,Failure Rate -  Boys,Failure Rate - Girls,Failure Rate - Total,Abseentism Rate - Boys,Abseentism Rate - Girls,Abseentism Rate - Total
2024,FZO,Bunyoro,Kikuube,148,102,250,1095,950,2045,447,572,1019,211,238,449,138,225,363,68,65,133,2107,2152,4259,2039,2087,4126,1901,1862,3763,93.23%,89.22%,91.20%,1690,1624,3314,82.88%,77.82%,80.32%,7.26%,4.89%,6.06%,11.03%,10.78%,8.80%,3.23%,3.02%,3.12%
2024,Other,Ankole,Kiruhura,361,288,649,1005,1210,2215,64,103,167,22,36,58,8,13,21,16,31,47,1476,1681,3157,1460,1650,3110,1452,1637,3089,99.45%,99.21%,99.32%,1430,1601,3031,97.95%,97.03%,97.46%,24.73%,17.45%,20.87%,0.89%,0.79%,0.68%,1.08%,1.84%,1.49%
2024,AZO,Bunyoro,Kiryandongo,250,121,371,1697,1130,2827,562,667,1229,214,264,478,141,221,362,15,22,37,2879,2425,5304,2864,2403,5267,2723,2182,4905,95.08%,90.80%,93.13%,2509,1918,4427,87.60%,79.82%,84.05%,8.73%,5.04%,7.04%,7.72%,9.20%,6.87%,0.52%,0.91%,0.70%
2024,Other,Kigezi,Kisoro,327,322,649,1180,1273,2453,554,893,1447,275,462,737,209,454,663,46,41,87,2591,3445,6036,2545,3404,5949,2336,2950,5286,91.79%,86.66%,88.86%,2061,2488,4549,80.98%,73.09%,76.47%,12.85%,9.46%,10.91%,17.84%,13.34%,11.14%,1.78%,1.19%,1.44%
2024,Other,Toro,Kitagwenda,126,96,222,784,864,1648,264,365,629,111,131,242,51,67,118,17,25,42,1353,1548,2901,1336,1523,2859,1285,1456,2741,96.18%,95.60%,95.87%,1174,1325,2499,87.87%,87.00%,87.41%,9.43%,6.30%,7.76%,5.01%,4.40%,4.13%,1.26%,1.61%,1.45%
2024,Other,Acholi,Kitgum,185,91,276,805,605,1410,453,500,953,435,287,722,382,530,912,24,32,56,2284,2045,4329,2260,2013,4273,1878,1483,3361,83.10%,73.67%,78.66%,1443,1196,2639,63.85%,59.41%,61.76%,8.19%,4.52%,6.46%,23.45%,26.33%,21.34%,1.05%,1.56%,1.29%
2024,AZO,West Nile,Koboko,98,42,140,885,583,1468,558,633,1191,328,293,621,215,277,492,38,34,72,2122,1862,3984,2084,1828,3912,1869,1551,3420,89.68%,84.85%,87.42%,1541,1258,2799,73.94%,68.82%,71.55%,4.70%,2.30%,3.58%,13.29%,15.15%,12.58%,1.79%,1.83%,1.81%
2024,Other,Lango,Kole,52,25,77,819,594,1413,372,513,885,269,216,485,244,311,555,16,32,48,1772,1691,3463,1756,1659,3415,1512,1348,2860,86.10%,81.25%,83.75%,1243,1132,2375,70.79%,68.23%,69.55%,2.96%,1.51%,2.25%,17.71%,18.75%,16.25%,0.90%,1.89%,1.39%
2023,MZO,Karamoja,Amudat,3,3,6,88,71,159,39,70,109,19,25,44,33,60,93,8,10,18,190,239,429,182,229,411,149,169,318,81.87%,73.80%,77.37%,130,144,274,71.43%,62.88%,66.67%,1.65%,1.31%,1.46%,32.97%,26.20%,22.63%,4.21%,4.18%,4.20%
2024,Other,Teso,Kumi,210,194,404,1249,1167,2416,633,855,1488,283,362,645,255,320,575,9,16,25,2639,2914,5553,2630,2898,5528,2375,2578,4953,90.30%,88.96%,89.60%,2092,2216,4308,79.54%,76.47%,77.93%,7.98%,6.69%,7.31%,12.17%,11.04%,10.40%,0.34%,0.55%,0.45%
2024,Other,Lango,Kwania,71,30,101,647,605,1252,274,327,601,136,128,264,112,136,248,17,13,30,1257,1239,2496,1240,1226,2466,1128,1090,2218,90.97%,88.91%,89.94%,992,962,1954,80.00%,78.47%,79.24%,5.73%,2.45%,4.10%,10.97%,11.09%,10.06%,1.35%,1.05%,1.20%
2024,Other,Elgon,Kween,56,34,90,414,395,809,225,327,552,128,149,277,87,150,237,4,8,12,914,1063,1977,910,1055,1965,823,905,1728,90.44%,85.78%,87.94%,695,756,1451,76.37%,71.66%,73.84%,6.15%,3.22%,4.58%,16.48%,14.22%,12.06%,0.44%,0.75%,0.61%
2024,Other,North Buganda,Kyankwanzi,171,155,326,1156,1385,2541,329,404,733,145,202,347,83,106,189,38,58,96,1922,2310,4232,1884,2252,4136,1801,2146,3947,95.59%,95.29%,95.43%,1656,1944,3600,87.90%,86.32%,87.04%,9.08%,6.88%,7.88%,5.63%,4.71%,4.57%,1.98%,2.51%,2.27%
2024,FZO,Toro,Kyegegwa,275,185,460,1828,1907,3735,420,559,979,153,213,366,88,152,240,34,38,72,2798,3054,5852,2764,3016,5780,2676,2864,5540,96.82%,94.96%,95.85%,2523,2651,5174,91.28%,87.90%,89.52%,9.95%,6.13%,7.96%,5.50%,5.04%,4.15%,1.22%,1.24%,1.23%
2024,Other,Toro,Kyenjojo,320,341,661,2701,3098,5799,556,629,1185,183,205,388,95,115,210,37,42,79,3892,4430,8322,3855,4388,8243,3760,4273,8033,97.54%,97.38%,97.45%,3577,4068,7645,92.79%,92.71%,92.75%,8.30%,7.77%,8.02%,2.98%,2.62%,2.55%,0.95%,0.95%,0.95%
2024,Other,South Buganda,Kyotera,641,564,1205,1750,2169,3919,360,508,868,132,201,333,87,94,181,55,42,97,3025,3578,6603,2970,3536,6506,2883,3442,6325,97.07%,97.34%,97.22%,2751,3241,5992,92.63%,91.66%,92.10%,21.58%,15.95%,18.52%,3.16%,2.66%,2.78%,1.82%,1.17%,1.47%
2024,AZO,Acholi,Lamwo,21,3,24,706,333,1039,465,548,1013,289,211,500,161,231,392,16,13,29,1658,1339,2997,1642,1326,2968,1481,1095,2576,90.19%,82.58%,86.79%,1192,884,2076,72.59%,66.67%,69.95%,1.28%,0.23%,0.81%,14.07%,17.42%,13.21%,0.97%,0.97%,0.97%
2024,Other,Lango,Lira,739,622,1361,1965,1994,3959,640,845,1485,335,335,670,349,468,817,44,31,75,4072,4295,8367,4028,4264,8292,3679,3796,7475,91.34%,89.02%,90.15%,3344,3461,6805,83.02%,81.17%,82.07%,18.35%,14.59%,16.41%,11.62%,10.98%,9.85%,1.08%,0.72%,0.90%
2024,Other,Busoga,Luuka,47,41,88,1114,1301,2415,702,1001,1703,342,421,763,273,332,605,40,42,82,2518,3138,5656,2478,3096,5574,2205,2764,4969,88.98%,89.28%,89.15%,1863,2343,4206,75.18%,75.68%,75.46%,1.90%,1.32%,1.58%,13.40%,10.72%,10.85%,1.59%,1.34%,1.45%
2024,Other,North Buganda,Luweero,971,785,1756,4090,4887,8977,1111,1694,2805,569,681,1250,476,609,1085,133,156,289,7350,8812,16162,7217,8656,15873,6741,8047,14788,93.40%,92.96%,93.16%,6172,7366,13538,85.52%,85.10%,85.29%,13.45%,9.07%,11.06%,8.44%,7.04%,6.84%,1.81%,1.77%,1.79%
2024,Other,South Buganda,Lwengo,415,392,807,1822,2329,4151,599,838,1437,240,390,630,132,191,323,67,79,146,3275,4219,7494,3208,4140,7348,3076,3949,7025,95.89%,95.39%,95.60%,2836,3559,6395,88.40%,85.97%,87.03%,12.94%,9.47%,10.98%,5.95%,4.61%,4.40%,2.05%,1.87%,1.95%
2024,Other,South Buganda,Lyantonde,154,149,303,557,721,1278,161,318,479,91,113,204,23,36,59,15,21,36,1001,1358,2359,986,1337,2323,963,1301,2264,97.67%,97.31%,97.46%,872,1188,2060,88.44%,88.86%,88.68%,15.62%,11.14%,13.04%,3.65%,2.69%,2.54%,1.50%,1.55%,1.53%
2024,AZO,West Nile,Madi Okollo,3,0,3,279,90,369,323,189,512,265,94,359,216,178,394,36,31,67,1122,582,1704,1086,551,1637,870,373,1243,80.11%,67.70%,75.93%,605,279,884,55.71%,50.64%,54.00%,0.28%,0.00%,0.18%,16.39%,32.30%,24.07%,3.21%,5.33%,3.93%
2024,Other,Elgon,Manafwa,50,34,84,533,503,1036,399,548,947,254,281,535,332,436,768,20,37,57,1588,1839,3427,1568,1802,3370,1236,1366,2602,78.83%,75.80%,77.21%,982,1085,2067,62.63%,60.21%,61.34%,3.19%,1.89%,2.49%,27.81%,24.20%,22.79%,1.26%,2.01%,1.66%
2024,Other,West Nile,Maracha,34,5,39,710,311,1021,387,386,773,211,118,329,80,79,159,40,27,67,1462,926,2388,1422,899,2321,1342,820,2162,94.37%,91.21%,93.15%,1131,702,1833,79.54%,78.09%,78.97%,2.39%,0.56%,1.68%,5.56%,8.79%,6.85%,2.74%,2.92%,2.81%
2024,Other,South Buganda,Masaka,1297,1186,2483,2407,3100,5507,514,665,1179,251,255,506,131,150,281,62,55,117,4662,5411,10073,4600,5356,9956,4469,5206,9675,97.15%,97.20%,97.18%,4218,4951,9169,91.70%,92.44%,92.10%,28.20%,22.14%,24.94%,3.26%,2.80%,2.82%,1.33%,1.02%,1.16%
2024,Other,Bunyoro,Masindi,264,180,444,1525,1630,3155,401,624,1025,151,197,348,120,153,273,12,22,34,2473,2806,5279,2461,2784,5245,2341,2631,4972,95.12%,94.50%,94.80%,2190,2434,4624,88.99%,87.43%,88.16%,10.73%,6.47%,8.47%,6.22%,5.50%,5.20%,0.49%,0.78%,0.64%
2024,Other,Busoga,Mayuge,226,179,405,2261,2347,4608,1175,1536,2711,613,689,1302,527,651,1178,88,108,196,4890,5510,10400,4802,5402,10204,4275,4751,9026,89.03%,87.95%,88.46%,3662,4062,7724,76.26%,75.19%,75.70%,4.71%,3.31%,3.97%,13.56%,12.05%,11.54%,1.80%,1.96%,1.88%
2024,Other,Elgon,Mbale,541,417,958,2599,3060,5659,1251,1807,3058,589,869,1458,533,731,1264,40,85,125,5553,6969,12522,5513,6884,12397,4980,6153,11133,90.33%,89.38%,89.80%,4391,5284,9675,79.65%,76.76%,78.04%,9.81%,6.06%,7.73%,13.26%,10.62%,10.20%,0.72%,1.22%,1.00%
2024,Other,Ankole,Mbarara,1636,1470,3106,2448,3213,5661,247,330,577,74,95,169,53,51,104,50,50,100,4508,5209,9717,4458,5159,9617,4405,5108,9513,98.81%,99.01%,98.92%,4331,5013,9344,97.15%,97.17%,97.16%,36.70%,28.49%,32.30%,1.14%,0.99%,1.08%,1.11%,0.96%,1.03%
2024,Other,Ankole,Mitooma,398,393,791,1314,1568,2882,332,444,776,120,116,236,58,55,113,28,42,70,2250,2618,4868,2222,2576,4798,2164,2521,4685,97.39%,97.86%,97.64%,2044,2405,4449,91.99%,93.36%,92.73%,17.91%,15.26%,16.49%,2.48%,2.14%,2.36%,1.24%,1.60%,1.44%
2024,Other,North Buganda,Mityana,643,637,1280,2715,3333,6048,790,1118,1908,461,570,1031,354,409,763,124,100,224,5087,6167,11254,4963,6067,11030,4609,5658,10267,92.87%,93.26%,93.08%,4148,5088,9236,83.58%,83.86%,83.74%,12.96%,10.50%,11.60%,8.24%,6.74%,6.92%,2.44%,1.62%,1.99%
2022,MZO,Karamoja,Amudat,4,1,5,110,100,210,30,57,87,31,37,68,27,28,55,5,8,13,207,231,438,202,223,425,175,195,370,86.63%,87.44%,87.06%,144,158,302,71.29%,70.85%,71.06%,1.98%,0.45%,1.18%,13.86%,12.56%,12.94%,2.42%,3.46%,2.97%
2024,Other,West Nile,Moyo,21,8,29,332,286,618,293,363,656,189,157,346,103,127,230,4,4,8,942,945,1887,938,941,1879,835,814,1649,89.02%,86.50%,87.76%,646,657,1303,68.87%,69.82%,69.35%,2.24%,0.85%,1.54%,13.54%,13.50%,12.24%,0.42%,0.42%,0.42%
2024,Other,South Buganda,Mpigi,643,613,1256,2966,3402,6368,630,896,1526,336,351,687,188,177,365,81,96,177,4844,5535,10379,4763,5439,10202,4575,5262,9837,96.05%,96.75%,96.42%,4239,4911,9150,89.00%,90.29%,89.69%,13.50%,11.27%,12.31%,3.72%,3.25%,3.58%,1.67%,1.73%,1.71%
2024,FZO,North Buganda,Mubende,291,213,504,1903,2105,4008,756,1062,1818,364,435,799,290,399,689,44,45,89,3648,4259,7907,3604,4214,7818,3314,3815,7129,91.95%,90.53%,91.19%,2950,3380,6330,81.85%,80.21%,80.97%,8.07%,5.05%,6.45%,11.07%,9.47%,8.81%,1.21%,1.06%,1.13%
2024,KMD,North Buganda,Mukono,2519,2367,4886,5517,6713,12230,1424,2025,3449,731,897,1628,614,754,1368,204,195,399,11009,12951,23960,10805,12756,23561,10191,12002,22193,94.32%,94.09%,94.19%,9460,11105,20565,87.55%,87.06%,87.28%,23.31%,18.56%,20.74%,6.98%,5.91%,5.81%,1.85%,1.51%,1.67%
2024,MZO,Karamoja,Kaabong,9,0,9,266,91,357,107,76,183,44,41,85,26,34,60,5,1,6,457,243,700,452,242,694,426,208,634,94.25%,85.95%,91.35%,382,167,549,84.51%,69.01%,79.11%,1.99%,0.00%,1.30%,7.52%,14.05%,8.65%,1.09%,0.41%,0.86%
2023,MZO,Karamoja,Kaabong,5,0,5,245,79,324,123,88,211,54,43,97,35,23,58,8,6,14,470,239,709,462,233,695,427,210,637,92.42%,90.13%,91.65%,373,167,540,80.74%,71.67%,77.70%,1.08%,0.00%,0.72%,4.98%,9.87%,8.35%,1.70%,2.51%,1.97%
2024,Other,North Buganda,Nakaseke,211,179,390,1517,1763,3280,421,664,1085,202,235,437,100,153,253,48,54,102,2499,3048,5547,2451,2994,5445,2351,2841,5192,95.92%,94.89%,95.35%,2149,2606,4755,87.68%,87.04%,87.33%,8.61%,5.98%,7.16%,6.24%,5.11%,4.65%,1.92%,1.77%,1.84%
2024,Other,North Buganda,Nakasongola,148,121,269,882,986,1868,393,611,1004,197,269,466,248,357,605,63,74,137,1931,2418,4349,1868,2344,4212,1620,1987,3607,86.72%,84.77%,85.64%,1423,1718,3141,76.18%,73.29%,74.57%,7.92%,5.16%,6.39%,19.11%,15.23%,14.36%,3.26%,3.06%,3.15%
2024,Other,Busoga,Namayingo,188,159,347,1180,935,2115,392,450,842,202,221,423,135,134,269,10,12,22,2107,1911,4018,2097,1899,3996,1962,1765,3727,93.56%,92.94%,93.27%,1760,1544,3304,83.93%,81.31%,82.68%,8.97%,8.37%,8.68%,6.39%,7.06%,6.73%,0.47%,0.63%,0.55%
2024,Other,Elgon,Namisindwa,79,50,129,742,796,1538,645,852,1497,344,402,746,371,453,824,25,31,56,2206,2584,4790,2181,2553,4734,1810,2100,3910,82.99%,82.26%,82.59%,1466,1698,3164,67.22%,66.51%,66.84%,3.62%,1.96%,2.72%,20.77%,17.74%,17.41%,1.13%,1.20%,1.17%
2024,Other,Busoga,Namutumba,161,130,291,1358,1654,3012,751,964,1715,353,369,722,83,122,205,17,21,38,2723,3260,5983,2706,3239,5945,2623,3117,5740,96.93%,96.23%,96.55%,2270,2748,5018,83.89%,84.84%,84.41%,5.95%,4.01%,4.89%,4.51%,3.77%,3.45%,0.62%,0.64%,0.64%
2022,MZO,Karamoja,Kaabong,9,1,10,223,71,294,102,48,150,63,51,114,44,45,89,19,2,21,460,218,678,441,216,657,397,171,568,90.02%,79.17%,86.45%,334,120,454,75.74%,55.56%,69.10%,2.04%,0.46%,1.52%,10.20%,20.83%,13.55%,4.13%,0.92%,3.10%
2024,Other,West Nile,Nebbi,39,9,48,927,465,1392,668,466,1134,293,165,458,107,137,244,17,21,38,2051,1263,3314,2034,1242,3276,1927,1105,3032,94.74%,88.97%,92.55%,1634,940,2574,80.33%,75.68%,78.57%,1.92%,0.72%,1.47%,6.74%,11.03%,7.45%,0.83%,1.66%,1.15%
2024,Other,Teso,Ngora,62,53,115,684,634,1318,459,693,1152,241,305,546,224,313,537,9,13,22,1679,2011,3690,1670,1998,3668,1446,1685,3131,86.59%,84.33%,85.36%,1205,1380,2585,72.16%,69.07%,70.47%,3.71%,2.65%,3.14%,18.74%,15.67%,14.64%,0.54%,0.65%,0.60%
2024,Other,Toro,Ntoroko,54,71,125,487,499,986,117,118,235,41,44,85,4,13,17,13,19,32,716,764,1480,703,745,1448,699,732,1431,99.43%,98.26%,98.83%,658,688,1346,93.60%,92.35%,92.96%,7.68%,9.53%,8.63%,1.85%,1.74%,1.17%,1.82%,2.49%,2.16%
2024,FZO,Ankole,Ntungamo,818,694,1512,3386,3922,7308,947,1412,2359,315,416,731,182,303,485,62,78,140,5710,6825,12535,5648,6747,12395,5466,6444,11910,96.78%,95.51%,96.09%,5151,6028,11179,91.20%,89.34%,90.19%,14.48%,10.29%,12.20%,5.36%,4.49%,3.91%,1.09%,1.14%,1.12%
2024,Other,Acholi,Nwoya,59,37,96,520,327,847,402,429,831,227,183,410,144,218,362,27,23,50,1379,1217,2596,1352,1194,2546,1208,976,2184,89.35%,81.74%,85.78%,981,793,1774,72.56%,66.42%,69.68%,4.36%,3.10%,3.77%,16.12%,18.26%,14.22%,1.96%,1.89%,1.93%
2024,AZO,West Nile,Obongi,3,1,4,448,177,625,512,474,986,256,182,438,172,234,406,10,7,17,1401,1075,2476,1391,1068,2459,1219,834,2053,87.63%,78.09%,83.49%,963,652,1615,69.23%,61.05%,65.68%,0.22%,0.09%,0.16%,16.82%,21.91%,16.51%,0.71%,0.65%,0.69%
2024,Other,Acholi,Omoro,64,43,107,740,518,1258,342,410,752,283,224,507,221,297,518,16,22,38,1666,1514,3180,1650,1492,3142,1429,1195,2624,86.61%,80.09%,83.51%,1146,971,2117,69.45%,65.08%,67.38%,3.88%,2.88%,3.41%,18.00%,19.91%,16.49%,0.96%,1.45%,1.19%
2024,Other,Lango,Otuke,18,2,20,399,272,671,214,191,405,109,113,222,130,124,254,12,14,26,882,716,1598,870,702,1572,740,578,1318,85.06%,82.34%,83.84%,631,465,1096,72.53%,66.24%,69.72%,2.07%,0.28%,1.27%,14.25%,17.66%,16.16%,1.36%,1.96%,1.63%
2024,Other,Lango,Oyam,108,51,159,1154,706,1860,813,833,1646,460,344,804,488,638,1126,30,45,75,3053,2617,5670,3023,2572,5595,2535,1934,4469,83.86%,75.19%,79.87%,2075,1590,3665,68.64%,61.82%,65.50%,3.57%,1.98%,2.84%,21.10%,24.81%,20.13%,0.98%,1.72%,1.32%
2024,Other,Acholi,Pader,53,32,85,717,503,1220,412,418,830,313,229,542,271,409,680,22,39,61,1788,1630,3418,1766,1591,3357,1495,1182,2677,84.65%,74.29%,79.74%,1182,953,2135,66.93%,59.90%,63.60%,3.00%,2.01%,2.53%,23.16%,25.71%,20.26%,1.23%,2.39%,1.78%
2024,Other,West Nile,Pakwach,42,13,55,662,296,958,389,334,723,153,137,290,84,92,176,23,14,37,1353,886,2239,1330,872,2202,1246,780,2026,93.68%,89.45%,92.01%,1093,643,1736,82.18%,73.74%,78.84%,3.16%,1.49%,2.50%,6.92%,10.55%,7.99%,1.70%,1.58%,1.65%
2024,Other,Bukedi,Pallisa,50,28,78,1111,844,1955,862,1137,1999,465,503,968,462,579,1041,26,27,53,2976,3118,6094,2950,3091,6041,2488,2512,5000,84.34%,81.27%,82.77%,2023,2009,4032,68.58%,65.00%,66.74%,1.69%,0.91%,1.29%,19.63%,18.73%,17.23%,0.87%,0.87%,0.87%
2024,Other,West Nile,Zombo,21,2,23,567,267,834,551,400,951,303,157,460,174,158,332,13,12,25,1629,996,2625,1616,984,2600,1442,826,2268,89.23%,83.94%,87.23%,1139,669,1808,70.48%,67.99%,69.54%,1.30%,0.20%,0.88%,9.78%,16.06%,12.77%,0.80%,1.20%,0.95%
2024,MZO,Karamoja,Karenga,10,2,12,307,84,391,74,70,144,35,39,74,8,19,27,3,1,4,437,215,652,434,214,648,426,195,621,98.16%,91.12%,95.83%,391,156,547,90.09%,72.90%,84.41%,2.30%,0.93%,1.85%,4.38%,8.88%,4.17%,0.69%,0.47%,0.61%
2023,AZO,West Nile,Adjumani,122,67,189,1030,615,1645,1089,779,1868,427,288,715,481,542,1023,39,28,67,3188,2319,5507,3149,2291,5440,2668,1749,4417,84.73%,76.34%,81.19%,2241,1461,3702,71.17%,63.77%,68.05%,3.87%,2.92%,3.47%,17.21%,23.66%,18.81%,1.22%,1.21%,1.22%
2023,Other,Acholi,Agago,55,29,84,815,451,1266,594,505,1099,312,266,578,408,558,966,15,26,41,2199,1835,4034,2184,1809,3993,1776,1251,3027,81.32%,69.15%,75.81%,1464,985,2449,67.03%,54.45%,61.33%,2.52%,1.60%,2.10%,25.55%,30.85%,24.19%,0.68%,1.42%,1.02%
2023,Other,Lango,Alebtong,61,33,94,684,389,1073,480,458,938,278,281,559,545,588,1133,34,27,61,2082,1776,3858,2048,1749,3797,1503,1161,2664,73.39%,66.38%,70.16%,1225,880,2105,59.81%,50.31%,55.44%,2.98%,1.89%,2.48%,28.71%,33.62%,29.84%,1.63%,1.52%,1.58%
2023,Other,Lango,Amolatar,73,21,94,557,388,945,278,286,564,177,167,344,236,300,536,11,8,19,1332,1170,2502,1321,1162,2483,1085,862,1947,82.13%,74.18%,78.41%,908,695,1603,68.74%,59.81%,64.56%,5.53%,1.81%,3.79%,22.71%,25.82%,21.59%,0.83%,0.68%,0.76%
2023,MZO,Karamoja,Karenga,11,0,11,247,66,313,116,77,193,60,51,111,17,46,63,10,3,13,461,243,704,451,240,691,434,194,628,96.23%,80.83%,90.88%,374,143,517,82.93%,59.58%,74.82%,2.44%,0.00%,1.59%,10.20%,19.17%,9.12%,2.17%,1.23%,1.85%
2023,Other,Teso,Amuria,43,23,66,647,505,1152,594,624,1218,201,226,427,235,327,562,15,25,40,1735,1730,3465,1720,1705,3425,1485,1378,2863,86.34%,80.82%,83.59%,1284,1152,2436,74.65%,67.57%,71.12%,2.50%,1.35%,1.93%,19.01%,19.18%,16.41%,0.86%,1.45%,1.15%
2023,Other,Acholi,Amuru,61,22,83,710,359,1069,518,507,1025,317,201,518,290,404,694,38,35,73,1934,1528,3462,1896,1493,3389,1606,1089,2695,84.70%,72.94%,79.52%,1289,888,2177,67.99%,59.48%,64.24%,3.22%,1.47%,2.45%,21.31%,27.06%,20.48%,1.96%,2.29%,2.11%
2023,Other,Lango,Apac,62,38,100,600,485,1085,286,384,670,148,149,297,186,229,415,17,13,30,1299,1298,2597,1282,1285,2567,1096,1056,2152,85.49%,82.18%,83.83%,948,907,1855,73.95%,70.58%,72.26%,4.84%,2.96%,3.90%,17.86%,17.82%,16.17%,1.31%,1.00%,1.16%
2023,Other,West Nile,Arua,323,196,519,1935,1527,3462,1169,1289,2458,573,610,1183,603,792,1395,112,93,205,4715,4507,9222,4603,4414,9017,4000,3622,7622,86.90%,82.06%,84.53%,3427,3012,6439,74.45%,68.24%,71.41%,7.02%,4.44%,5.76%,17.21%,17.94%,15.47%,2.38%,2.06%,2.22%
2023,Other,Bukedi,Budaka,158,84,242,778,623,1401,724,757,1481,362,409,771,647,707,1354,24,25,49,2693,2605,5298,2669,2580,5249,2022,1873,3895,75.76%,72.60%,74.20%,1660,1464,3124,62.20%,56.74%,59.52%,5.92%,3.26%,4.61%,26.49%,27.40%,25.80%,0.89%,0.96%,0.92%
2023,Other,Elgon,Bududa,61,40,101,511,656,1167,276,425,701,149,256,405,216,323,539,9,41,50,1222,1741,2963,1213,1700,2913,997,1377,2374,82.19%,81.00%,81.50%,848,1121,1969,69.91%,65.94%,67.59%,5.03%,2.35%,3.47%,26.63%,19.00%,18.50%,0.74%,2.35%,1.69%
2023,Other,Busoga,Bugiri,155,92,247,1356,1264,2620,782,1023,1805,373,450,823,499,715,1214,20,46,66,3185,3590,6775,3165,3544,6709,2666,2829,5495,84.23%,79.83%,81.90%,2293,2379,4672,72.45%,67.13%,69.64%,4.90%,2.60%,3.68%,22.59%,20.17%,18.10%,0.63%,1.28%,0.97%
2023,Other,Busoga,Bugweri,64,62,126,711,776,1487,431,584,1015,227,236,463,232,338,570,27,42,69,1692,2038,3730,1665,1996,3661,1433,1658,3091,86.07%,83.07%,84.43%,1206,1422,2628,72.43%,71.24%,71.78%,3.84%,3.11%,3.44%,20.30%,16.93%,15.57%,1.60%,2.06%,1.85%
2023,Other,Ankole,Buhweju,161,107,268,548,644,1192,104,192,296,39,70,109,29,47,76,12,20,32,893,1080,1973,881,1060,1941,852,1013,1865,96.71%,95.57%,96.08%,813,943,1756,92.28%,88.96%,90.47%,18.27%,10.09%,13.81%,5.33%,4.43%,3.92%,1.34%,1.85%,1.62%
2023,Other,North Buganda,Buikwe,677,597,1274,2404,2764,5168,889,1271,2160,445,603,1048,666,805,1471,78,83,161,5159,6123,11282,5081,6040,11121,4415,5235,9650,86.89%,86.67%,86.77%,3970,4632,8602,78.13%,76.69%,77.35%,13.32%,9.88%,11.46%,15.84%,13.33%,13.23%,1.51%,1.36%,1.43%
2023,Other,Teso,Bukedea,92,60,152,935,835,1770,717,944,1661,280,387,667,403,585,988,10,28,38,2437,2839,5276,2427,2811,5238,2024,2226,4250,83.40%,79.19%,81.14%,1744,1839,3583,71.86%,65.42%,68.40%,3.79%,2.13%,2.90%,24.10%,20.81%,18.86%,0.41%,0.99%,0.72%
2023,Other,South Buganda,Bukomansimbi,172,200,372,840,1048,1888,310,425,735,166,215,381,192,231,423,46,54,100,1726,2173,3899,1680,2119,3799,1488,1888,3376,88.57%,89.10%,88.87%,1322,1673,2995,78.69%,78.95%,78.84%,10.24%,9.44%,9.79%,13.75%,10.90%,11.13%,2.67%,2.49%,2.56%
2023,Other,Elgon,Bukwo,16,3,19,318,244,562,383,422,805,215,252,467,478,649,1127,4,10,14,1414,1580,2994,1410,1570,2980,932,921,1853,66.10%,58.66%,62.18%,717,669,1386,50.85%,42.61%,46.51%,1.13%,0.19%,0.64%,46.03%,41.34%,37.82%,0.28%,0.63%,0.47%
2023,Other,Elgon,Bulambuli,53,10,63,459,405,864,340,400,740,197,244,441,304,331,635,53,82,135,1406,1472,2878,1353,1390,2743,1049,1059,2108,77.53%,76.19%,76.85%,852,815,1667,62.97%,58.63%,60.77%,3.92%,0.72%,2.30%,24.46%,23.81%,23.15%,3.77%,5.57%,4.69%
2023,Other,Bunyoro,Buliisa,31,20,51,393,206,599,252,247,499,88,106,194,141,169,310,7,8,15,912,756,1668,905,748,1653,764,579,1343,84.42%,77.41%,81.25%,676,473,1149,74.70%,63.24%,69.51%,3.43%,2.67%,3.09%,18.67%,22.59%,18.75%,0.77%,1.06%,0.90%
2023,Other,Toro,Bundibugyo,238,189,427,1499,1259,2758,354,274,628,136,95,231,38,34,72,46,59,105,2311,1910,4221,2265,1851,4116,2227,1817,4044,98.32%,98.16%,98.25%,2091,1722,3813,92.32%,93.03%,92.64%,10.51%,10.21%,10.37%,1.50%,1.84%,1.75%,1.99%,3.09%,2.49%
2023,Other,Toro,Bunyangabu,316,449,765,1073,1261,2334,138,194,332,45,54,99,45,81,126,31,30,61,1648,2069,3717,1617,2039,3656,1572,1958,3530,97.22%,96.03%,96.55%,1527,1904,3431,94.43%,93.38%,93.85%,19.54%,22.02%,20.92%,5.01%,3.97%,3.45%,1.88%,1.45%,1.64%
